Account,T/D,S/D,Currency,Type,Side,Symbol,Qty,Price,Exec Time,Comm,SEC,TAF,NSCC,Nasdaq,ECN Remove,ECN Add,Gross Proceeds,Net Proceeds,Clr Broker,Liq,Note
DLE91628,02/19/2019,02/21/2019,USD,2,B,FUV,500,5.4,09:43:00,2.5,0,0,0.033,0.00785,0,0,-2700,-2702.54085,MNGD,,
DLE91628,02/19/2019,02/21/2019,USD,2,S,FUV,500,5.11102,09:43:37,2.5,0.04,0.06,0.033,0.00785,0,0,2555.51,2552.86915,MNGD,A,
DLE91628,02/20/2019,02/22/2019,USD,2,B,KNDI,500,8.2599,10:33:38,2,0,0,0.033,0.00785,0,0,-4129.95,-4131.99085,MNGD,,
DLE91628,02/20/2019,02/22/2019,USD,2,S,KNDI,500,8.3,10:33:56,0,0.06,0.06,0.033,0.00785,0,0,4150,4149.83915,EDGX,Y,
DLE91628,02/21/2019,02/25/2019,USD,2,B,KNDI,500,9.1377,09:38:33,2,0,0,0.033,0.00785,0,0,-4568.85,-4570.89085,MNGD,,
DLE91628,02/21/2019,02/25/2019,USD,2,S,KNDI,500,9.14,09:38:45,0,0.06,0.06,0.033,0.00785,0,0,4570,4569.83915,EDGX,Y,
DLE91628,02/21/2019,02/25/2019,USD,2,B,FUV,500,5.1314,09:43:51,2,0,0,0.033,0.00785,0,0,-2565.7,-2567.74085,MNGD,,
DLE91628,02/21/2019,02/25/2019,USD,2,S,FUV,500,4.86,09:45:24,2,0.04,0.06,0.033,0.00785,0,0,2430,2427.85915,MNGD,,
DLE91628,02/21/2019,02/25/2019,USD,2,B,ZSAN,500,3.548,11:00:54,2,0,0,0.033,0.00785,0,0,-1774,-1776.04085,MNGD,RI,
DLE91628,02/21/2019,02/25/2019,USD,2,S,ZSAN,500,3.57,11:02:28,0,0.03,0.06,0.033,0.00785,0,0,1785,1784.86915,EDGX,Y,
DLE91628,02/21/2019,02/25/2019,USD,2,B,ZSAN,500,4.1177,11:20:34,2,0,0,0.033,0.00785,0,0,-2058.85,-2060.89085,MNGD,,
DLE91628,02/21/2019,02/25/2019,USD,2,S,ZSAN,500,4.2,11:20:59,0,0.03,0.06,0.033,0.00785,0,0,2100,2099.86915,EDGX,Y,
DLE91628,02/22/2019,02/26/2019,USD,2,B,HYRE,500,4.97,09:45:59,2,0,0,0.033,0.00785,0,0,-2485,-2487.04085,MNGD,RI,
DLE91628,02/22/2019,02/26/2019,USD,2,S,HYRE,250,5.03,09:47:11,0,0.02,0.03,0.033,0.003925,0,0,1257.5,1257.413075,EDGX,Y,
DLE91628,02/22/2019,02/26/2019,USD,2,S,HYRE,250,4.8525,09:47:38,1,0.02,0.03,0.033,0.003925,0,0,1213.125,1212.038075,MNGD,,
DLE91628,02/22/2019,02/26/2019,USD,2,B,ACHV,500,3.9,09:48:56,2,0,0,0.033,0.00785,0,0,-1950,-1952.04085,MNGD,R,
DLE91628,02/22/2019,02/26/2019,USD,2,S,ACHV,250,3.94,09:49:10,0,0.02,0.03,0.033,0.003925,0,0,985,984.913075,EDGX,Y,
DLE91628,02/22/2019,02/26/2019,USD,2,S,ACHV,250,3.793,09:50:12,1,0.02,0.03,0.033,0.003925,0,0,948.25,947.163075,MNGD,,
DLE91628,02/22/2019,02/26/2019,USD,2,B,ACHV,500,3.94,09:51:06,2,0,0,0.033,0.00785,0,0,-1970,-1972.04085,MNGD,,
DLE91628,02/22/2019,02/26/2019,USD,2,S,ACHV,250,4,09:51:29,0,0.02,0.03,0.033,0.003925,0,0,1000,999.913075,EDGX,Y,
DLE91628,02/22/2019,02/26/2019,USD,2,S,ACHV,250,4.07,09:51:35,0,0.02,0.03,0.033,0.003925,0,0,1017.5,1017.413075,EDGX,Y,
DLE91628,02/22/2019,02/26/2019,USD,2,B,ACHV,500,4.25,09:55:38,2,0,0,0.033,0.00785,0,0,-2125,-2127.04085,MNGD,,
DLE91628,02/22/2019,02/26/2019,USD,2,S,ACHV,500,4.11,09:55:59,2,0.03,0.06,0.033,0.00785,0,0,2055,2052.86915,MNGD,RI,
DLE91628,02/22/2019,02/26/2019,USD,2,B,ACHV,500,4.29,10:06:18,2,0,0,0.033,0.00785,0,0,-2145,-2147.04085,MNGD,,
DLE91628,02/22/2019,02/26/2019,USD,2,S,ACHV,250,4.39,10:06:35,0,0.02,0.03,0.033,0.003925,0,0,1097.5,1097.413075,EDGX,Y,
DLE91628,02/22/2019,02/26/2019,USD,2,S,ACHV,250,4.38,10:06:37,0,0.02,0.03,0.033,0.003925,0,0,1095,1094.913075,EDGX,Y,
DLE91628,02/22/2019,02/26/2019,USD,2,B,IGLD,500,1.22,10:52:30,2,0,0,0.033,0.00785,0,0,-610,-612.04085,MNGD,R,
DLE91628,02/22/2019,02/26/2019,USD,2,S,IGLD,250,1.23,10:53:01,0,0.01,0.03,0.033,0.003925,0,0,307.5,307.423075,EDGX,Y,
DLE91628,02/22/2019,02/26/2019,USD,2,S,IGLD,250,1.2326,10:59:32,1,0.01,0.03,0.033,0.003925,0,0,308.15,307.073075,MNGD,,
DLE91628,02/22/2019,02/26/2019,USD,2,B,ACHV,500,3.81,11:05:02,2,0,0,0.033,0.00785,0,0,-1905,-1907.04085,MNGD,,
DLE91628,02/22/2019,02/26/2019,USD,2,S,ACHV,500,3.74,11:06:09,2,0.03,0.06,0.033,0.00785,0,0,1870,1867.86915,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,B,CIFS,500,1.9767,09:31:07,2,0,0,0.033,0.00785,0,0,-988.35,-990.39085,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,S,CIFS,500,1.8801,09:31:28,2,0.02,0.06,0.033,0.00785,0,0,940.05,937.92915,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,B,HYRE,500,5.4777,09:35:10,2,0,0,0.033,0.00785,0,0,-2738.85,-2740.89085,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,S,HYRE,500,5.53,09:35:20,0,0.04,0.06,0.033,0.00785,0,0,2765,2764.85915,EDGX,Y,
DLE91628,02/25/2019,02/27/2019,USD,2,B,GSUM,500,3.9956,10:00:42,2,0,0,0.033,0.00785,0,0,-1997.8,-1999.84085,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,S,GSUM,500,3.9085,10:01:08,2,0.03,0.06,0.033,0.00785,0,0,1954.25,1952.11915,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,B,CIFS,500,2.7,10:11:16,2,0,0,0.033,0.00785,0,0,-1350,-1352.04085,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,S,CIFS,500,2.76,10:11:33,0,0.02,0.06,0.033,0.00785,0,0,1380,1379.87915,EDGX,Y,
DLE91628,02/25/2019,02/27/2019,USD,2,B,CIFS,500,2.855,10:14:04,2,0,0,0.033,0.00785,0,0,-1427.5,-1429.54085,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,S,CIFS,500,2.89,10:14:12,0,0.02,0.06,0.033,0.00785,0,0,1445,1444.87915,EDGX,Y,
DLE91628,02/25/2019,02/27/2019,USD,2,B,CIFS,500,3,10:49:41,2,0,0,0.033,0.00785,0,0,-1500,-1502.04085,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,S,CIFS,500,3.05,10:49:49,0,0.02,0.06,0.033,0.00785,0,0,1525,1524.87915,EDGX,Y,
DLE91628,02/25/2019,02/27/2019,USD,2,B,CIFS,500,3.1199,10:51:55,2,0,0,0.033,0.00785,0,0,-1559.95,-1561.99085,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,S,CIFS,500,3.03,10:52:13,2,0.02,0.06,0.033,0.00785,0,0,1515,1512.87915,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,B,ZSAN,500,5.2699,11:34:57,2,0,0,0.033,0.00785,0,0,-2634.95,-2636.99085,MNGD,,
DLE91628,02/25/2019,02/27/2019,USD,2,S,ZSAN,500,5.34,11:36:10,0,0.04,0.06,0.033,0.00785,0,0,2670,2669.85915,EDGX,Y,
DLE91628,02/27/2019,03/01/2019,USD,2,B,QD,500,7,14:11:51,2,0,0,0.033,0.00785,0,0,-3500,-3502.04085,MNGD,,
DLE91628,02/27/2019,03/01/2019,USD,2,S,QD,500,7.02,14:12:38,0,0.05,0.06,0.033,0.00785,0,0,3510,3509.84915,EDGX,V,
DLE91628,02/28/2019,03/04/2019,USD,2,B,TGTX,500,6.788,13:57:37,2,0,0,0.033,0.00785,0,0,-3394,-3396.04085,MNGD,,
DLE91628,02/28/2019,03/04/2019,USD,2,S,TGTX,500,6.77,13:58:20,2,0.05,0.06,0.033,0.00785,0,0,3385,3382.84915,EDGX,EA,
DLE91628,03/01/2019,03/05/2019,USD,2,B,CIFS,500,3.0699,14:23:37,2,0,0,0.033,0.00785,0,0,-1534.95,-1536.99085,MNGD,,
DLE91628,03/01/2019,03/05/2019,USD,2,S,CIFS,500,3.1,14:23:57,0,0.03,0.06,0.033,0.00785,0,0,1550,1549.86915,EDGX,Y,
DLE91628,03/06/2019,03/08/2019,USD,2,B,AWSM,500,4.282,13:54:23,2,0,0,0.033,0.00785,0,0,-2141,-2143.04085,MNGD,,
DLE91628,03/06/2019,03/08/2019,USD,2,S,AWSM,500,4.33,13:54:30,0,0.03,0.06,0.033,0.00785,0,0,2165,2164.86915,EDGX,Y,
DLE91628,03/06/2019,03/08/2019,USD,2,B,AWSM,500,4.4699,14:02:59,2,0,0,0.033,0.00785,0,0,-2234.95,-2236.99085,MNGD,,
DLE91628,03/06/2019,03/08/2019,USD,2,S,AWSM,500,4.4,14:03:21,2,0.03,0.06,0.033,0.00785,0,0,2200,2197.86915,MNGD,,
DLE91628,03/07/2019,03/11/2019,USD,2,B,ALT,500,5.33,14:25:20,2,0,0,0.033,0.00785,0,0,-2665,-2667.04085,MNGD,,
DLE91628,03/07/2019,03/11/2019,USD,2,S,ALT,500,5.36,14:25:35,0,0.04,0.06,0.033,0.00785,0,0,2680,2679.85915,EDGX,Y,
DLE91628,03/08/2019,03/12/2019,USD,2,B,PULM,500,1.93,14:19:40,2,0,0,0.033,0.00785,0,0,-965,-967.04085,MNGD,,
DLE91628,03/08/2019,03/12/2019,USD,2,S,PULM,500,1.9,14:20:00,0,0.02,0.06,0.033,0.00785,0,0,950,949.87915,EDGX,Y,
DLE91628,03/08/2019,03/12/2019,USD,2,B,PULM,500,2,14:21:10,2,0,0,0.033,0.00785,0,0,-1000,-1002.04085,MNGD,,
DLE91628,03/08/2019,03/12/2019,USD,2,S,PULM,500,2.05,14:23:54,0,0.02,0.06,0.033,0.00785,0,0,1025,1024.87915,EDGX,Y,
DLE91628,03/08/2019,03/12/2019,USD,2,B,PULM,500,2.2399,14:37:34,2,0,0,0.033,0.00785,0,0,-1119.95,-1121.99085,MNGD,,
DLE91628,03/08/2019,03/12/2019,USD,2,S,PULM,500,2.29,14:38:13,0,0.02,0.06,0.033,0.00785,0,0,1145,1144.87915,EDGX,Y,
DLE91628,03/12/2019,03/14/2019,USD,2,B,SEEL,500,4.0469,10:44:53,2,0,0,0.033,0.00785,0,0,-2023.45,-2025.49085,MNGD,,
DLE91628,03/12/2019,03/14/2019,USD,2,S,SEEL,250,4.08,10:45:29,0,0.02,0.03,0.033,0.003925,0,0,1020,1019.913075,EDGX,Y,
DLE91628,03/12/2019,03/14/2019,USD,2,S,SEEL,250,4.11,10:45:33,0,0.02,0.03,0.033,0.003925,0,0,1027.5,1027.413075,EDGX,Y,
DLE91628,03/13/2019,03/15/2019,USD,2,B,AKTX,500,2.4681,09:34:18,2,0,0,0.033,0.00785,0,0,-1234.05,-1236.09085,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,250,2.48,09:34:44,0,0.01,0.03,0.033,0.003925,0,0,620,619.923075,EDGX,Y,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,250,2.57,09:34:53,0,0.01,0.03,0.033,0.003925,0,0,642.5,642.423075,EDGX,Y,
DLE91628,03/13/2019,03/15/2019,USD,2,B,AKTX,500,3.0799,09:43:03,2,0,0,0.033,0.00785,0,0,-1539.95,-1541.99085,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,500,2.9295,09:43:13,2,0.02,0.06,0.033,0.00785,0,0,1464.75,1462.62915,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,B,AKTX,500,3.67936,10:11:48,2,0,0,0.033,0.00785,0,0,-1839.68,-1841.72085,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,400,3.72,10:11:53,0,0.02,0.05,0.033,0.00628,0,0,1488,1487.89072,EDGX,Y,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,100,3.64,10:12:20,0.99,0.01,0.02,0.033,0.00157,0,0,364,362.94543,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,B,AKTX,500,4.33,10:16:16,2,0,0,0.033,0.00785,0,0,-2165,-2167.04085,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,200,4.3,10:16:23,0.99,0.02,0.03,0.033,0.00314,0,0,860,858.92386,EDGX,Y,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,300,4.1901,10:16:27,1.2,0.02,0.04,0.033,0.00471,0,0,1257.03,1255.73229,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,B,AKTX,500,4.83,10:36:22,2,0,0,0.033,0.00785,0,0,-2415,-2417.04085,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,250,4.85,10:36:44,0,0.02,0.03,0.033,0.003925,0,0,1212.5,1212.413075,EDGX,Y,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,250,4.89,10:36:45,0,0.02,0.03,0.033,0.003925,0,0,1222.5,1222.413075,EDGX,Y,
DLE91628,03/13/2019,03/15/2019,USD,2,B,LENS,500,1.9199,11:08:07,2,0,0,0.033,0.00785,0,0,-959.95,-961.99085,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,S,LENS,500,1.68,11:09:14,2,0.02,0.06,0.033,0.00785,0,0,840,837.87915,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,B,AKTX,500,5.3399,11:12:22,2,0,0,0.033,0.00785,0,0,-2669.95,-2671.99085,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,500,5.38,11:12:43,0,0.04,0.06,0.033,0.00785,0,0,2690,2689.85915,EDGX,Y,
DLE91628,03/13/2019,03/15/2019,USD,2,B,AKTX,500,5.44432,11:13:12,2,0,0,0.033,0.00785,0,0,-2722.16,-2724.20085,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,500,5.35,11:13:22,2,0.04,0.06,0.033,0.00785,0,0,2675,2672.85915,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,B,AKTX,500,5.482,11:17:12,2,0,0,0.033,0.00785,0,0,-2741,-2743.04085,MNGD,,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,250,5.47,11:17:19,0,0.02,0.03,0.033,0.003925,0,0,1367.5,1367.413075,EDGX,Y,
DLE91628,03/13/2019,03/15/2019,USD,2,S,AKTX,250,5.406,11:17:36,1,0.02,0.03,0.033,0.003925,0,0,1351.5,1350.413075,MNGD,,
DLE91628,03/14/2019,03/18/2019,USD,2,S,ATOS,25,5.61,09:32:37,0.99,0.01,0.01,0.033,0.0003925,0,0,140.25,139.2066075,EDGX,Y,
DLE91628,03/14/2019,03/18/2019,USD,2,B,ATOS,500,5.534005,09:32:38,2,0,0,0.033,0.00785,0,0,-2767.0025,-2769.04335,MNGD,,
DLE91628,03/14/2019,03/18/2019,USD,2,S,ATOS,475,5.4,09:32:45,0,0.04,0.06,0.033,0.0074575,0,0,2565,2564.8595425,EDGX,Y,
DLE91628,03/14/2019,03/18/2019,USD,2,B,EVOK,500,1.6399,11:10:29,2,0,0,0.033,0.00785,0,0,-819.95,-821.99085,MNGD,,
DLE91628,03/14/2019,03/18/2019,USD,2,S,EVOK,500,1.68,11:10:53,0,0.02,0.06,0.033,0.00785,0,0,840,839.87915,EDGX,Y,
DLE91628,03/14/2019,03/18/2019,USD,2,B,OXBR,500,2.178,11:20:03,2,0,0,0.033,0.00785,0,0,-1089,-1091.04085,MNGD,,
DLE91628,03/14/2019,03/18/2019,USD,2,S,OXBR,500,2.22,11:20:10,0,0.02,0.06,0.033,0.00785,0,0,1110,1109.87915,EDGX,Y,
DLE91628,03/15/2019,03/19/2019,USD,2,B,SLNO,500,3.7399,09:52:08,2,0,0,0.033,0.00785,0,0,-1869.95,-1871.99085,MNGD,,
DLE91628,03/15/2019,03/19/2019,USD,2,S,SLNO,400,3.76,09:52:15,0,0.02,0.05,0.033,0.00628,0,0,1504,1503.89072,EDGX,Y,
DLE91628,03/15/2019,03/19/2019,USD,2,S,SLNO,100,3.83,09:52:44,0.99,0.01,0.02,0.033,0.00157,0,0,383,381.94543,EDGX,Y,
DLE91628,03/15/2019,03/19/2019,USD,2,B,SLNO,500,4.2,10:13:27,2,0,0,0.033,0.00785,0,0,-2100,-2102.04085,MNGD,,
DLE91628,03/15/2019,03/19/2019,USD,2,S,SLNO,500,4.05,10:13:34,2,0.03,0.06,0.033,0.00785,0,0,2025,2022.86915,MNGD,,
DLE91628,03/18/2019,03/20/2019,USD,2,B,DARE,500,2.949,09:32:22,2,0,0,0.033,0.00785,0,0,-1474.5,-1476.54085,MNGD,,
DLE91628,03/18/2019,03/20/2019,USD,2,S,DARE,500,2.8871,09:32:28,2,0.02,0.06,0.033,0.00785,0,0,1443.55,1441.42915,MNGD,,
DLE91628,03/18/2019,03/20/2019,USD,2,B,ATOS,500,4.6805,10:28:13,2,0,0,0.033,0.00785,0,0,-2340.25,-2342.29085,MNGD,,
DLE91628,03/18/2019,03/20/2019,USD,2,S,ATOS,250,4.73,10:28:23,0,0.02,0.03,0.033,0.003925,0,0,1182.5,1182.413075,EDGX,Y,
DLE91628,03/18/2019,03/20/2019,USD,2,S,ATOS,250,4.72,10:28:28,0,0.02,0.03,0.033,0.003925,0,0,1180,1179.913075,EDGX,Y,
DLE91628,03/18/2019,03/20/2019,USD,2,B,AKTX,500,4.99998,10:29:50,2,0,0,0.033,0.00785,0,0,-2499.99,-2502.03085,MNGD,,
DLE91628,03/18/2019,03/20/2019,USD,2,S,AKTX,250,5.09,10:29:55,0,0.02,0.03,0.033,0.003925,0,0,1272.5,1272.413075,EDGX,Y,
DLE91628,03/18/2019,03/20/2019,USD,2,S,AKTX,250,5.09,10:29:59,0,0.02,0.03,0.033,0.003925,0,0,1272.5,1272.413075,EDGX,Y,
DLE91628,03/18/2019,03/20/2019,USD,2,B,ATOS,500,4.98,10:31:03,2,0,0,0.033,0.00785,0,0,-2490,-2492.04085,MNGD,,
DLE91628,03/18/2019,03/20/2019,USD,2,S,ATOS,500,4.86,10:31:51,2,0.04,0.06,0.033,0.00785,0,0,2430,2427.85915,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,B,VXRT,500,3.1786,09:35:26,2,0,0,0.033,0.00785,0,0,-1589.3,-1591.34085,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,S,VXRT,250,3.28,09:35:30,0,0.02,0.03,0.033,0.003925,0,0,820,819.913075,EDGX,Y,
DLE91628,03/19/2019,03/21/2019,USD,2,S,VXRT,250,3.25,09:35:33,0,0.02,0.03,0.033,0.003925,0,0,812.5,812.413075,EDGX,Y,
DLE91628,03/19/2019,03/21/2019,USD,2,B,VXRT,500,3.9979,09:38:14,2,0,0,0.033,0.00785,0,0,-1998.95,-2000.99085,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,S,VXRT,500,4.01,09:38:17,0,0.03,0.06,0.033,0.00785,0,0,2005,2004.86915,EDGX,Y,
DLE91628,03/19/2019,03/21/2019,USD,2,B,VXRT,500,4.75,09:50:42,2,0,0,0.033,0.00785,0,0,-2375,-2377.04085,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,S,VXRT,500,4.712,09:50:59,2,0.04,0.06,0.033,0.00785,0,0,2356,2353.85915,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,B,VXRT,500,3.778,11:35:18,2,0,0,0.033,0.00785,0,0,-1889,-1891.04085,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,B,VXRT,500,3.777,11:35:19,2,0,0,0.033,0.00785,0,0,-1888.5,-1890.54085,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,S,VXRT,500,3.8,11:35:40,0,0.03,0.06,0.033,0.00785,0,0,1900,1899.86915,EDGX,Y,
DLE91628,03/19/2019,03/21/2019,USD,2,S,VXRT,500,3.77,11:36:34,0,0.03,0.06,0.033,0.00785,0,0,1885,1884.86915,EDGX,Y,
DLE91628,03/19/2019,03/21/2019,USD,2,B,VXRT,500,3.7863,11:36:58,2,0,0,0.033,0.00785,0,0,-1893.15,-1895.19085,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,B,VXRT,500,3.7899,11:36:58,2,0,0,0.033,0.00785,0,0,-1894.95,-1896.99085,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,S,VXRT,500,3.7728,11:37:02,2,0.03,0.06,0.033,0.00785,0,0,1886.4,1884.26915,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,S,VXRT,500,3.8119,11:37:15,2,0.03,0.06,0.033,0.00785,0,0,1905.95,1903.81915,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,B,VXRT,500,3.84394,11:37:17,2,0,0,0.033,0.00785,0,0,-1921.97,-1924.01085,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,B,VXRT,500,3.8277,11:37:20,2,0,0,0.033,0.00785,0,0,-1913.85,-1915.89085,MNGD,,
DLE91628,03/19/2019,03/21/2019,USD,2,S,VXRT,1000,3.76257,11:37:29,4,0.05,0.12,0.033,0.0157,0,0,3762.57,3758.3513,MNGD,R,
DLE91628,03/25/2019,03/27/2019,USD,2,B,NK,500,1.69,10:37:43,2,0,0,0.033,0.00785,0,0,-845,-847.04085,MNGD,,
DLE91628,03/25/2019,03/27/2019,USD,2,S,NK,500,1.69,10:38:21,0,0.02,0.06,0.033,0.00785,0,0,845,844.87915,EDGX,Y,
DLE91628,03/27/2019,03/29/2019,USD,2,B,SNDX,500,5.7199,10:10:20,2,0,0,0.033,0.00785,0,0,-2859.95,-2861.99085,MNGD,,
DLE91628,03/27/2019,03/29/2019,USD,2,S,SNDX,500,5.73,10:13:03,0,0.04,0.06,0.033,0.00785,0,0,2865,2864.85915,EDGX,Y,
DLE91628,03/27/2019,03/29/2019,USD,2,B,SNDX,250,5.83,10:14:15,0,0,0,0.033,0.003925,0,0,-1457.5,-1457.536925,EDGX,Y,
DLE91628,03/27/2019,03/29/2019,USD,2,S,SNDX,125,5.8601,10:14:23,0.99,0.01,0.02,0.033,0.0019625,0,0,732.5125,731.4575375,MNGD,,
DLE91628,03/27/2019,03/29/2019,USD,2,S,SNDX,125,5.72,10:15:57,0.99,0.01,0.02,0.033,0.0019625,0,0,715,713.9450375,EDGX,Y,
DLE91628,03/27/2019,03/29/2019,USD,2,B,CPRX,250,5.4581,10:57:30,1,0,0,0.033,0.003925,0,0,-1364.525,-1365.561925,MNGD,,
DLE91628,03/27/2019,03/29/2019,USD,2,S,CPRX,250,5.51,11:01:42,0,0.02,0.03,0.033,0.003925,0,0,1377.5,1377.413075,EDGX,Y,
DLE91628,03/27/2019,03/29/2019,USD,2,B,CPRX,250,5.5599,11:09:42,1,0,0,0.033,0.003925,0,0,-1389.975,-1391.011925,MNGD,,
DLE91628,03/27/2019,03/29/2019,USD,2,S,CPRX,250,5.495,11:10:49,1,0.02,0.03,0.033,0.003925,0,0,1373.75,1372.663075,MNGD,,
DLE91628,03/28/2019,04/01/2019,USD,2,B,JMU,250,1.836527,09:55:50,1,0,0,0.033,0.003925,0,0,-459.13175,-460.168675,MNGD,,
DLE91628,03/28/2019,04/01/2019,USD,2,S,JMU,250,1.753,09:58:05,1,0.01,0.03,0.033,0.003925,0,0,438.25,437.173075,MNGD,,
DLE91628,03/28/2019,04/01/2019,USD,2,B,JMU,200,2.01,10:05:33,0.99,0,0,0.033,0.00314,0,0,-402,-403.02614,EDGX,Y,
DLE91628,03/28/2019,04/01/2019,USD,2,S,JMU,100,2.04,10:05:56,0.99,0.01,0.02,0.033,0.00157,0,0,204,202.94543,EDGX,Y,
DLE91628,03/28/2019,04/01/2019,USD,2,S,JMU,100,1.98,10:06:33,0.99,0.01,0.02,0.033,0.00157,0,0,198,196.94543,MNGD,,
DLE91628,03/28/2019,04/01/2019,USD,2,B,PLAG,250,6.8,10:19:08,1,0,0,0.033,0.003925,0,0,-1700,-1701.036925,MNGD,,
DLE91628,03/28/2019,04/01/2019,USD,2,S,PLAG,250,6.6635,10:19:18,1,0.03,0.03,0.033,0.003925,0,0,1665.875,1664.778075,MNGD,,
DLE91628,03/28/2019,04/01/2019,USD,2,B,CIFS,100,3.55,10:32:19,0.99,0,0,0.033,0.00157,0,0,-355,-356.02457,EDGX,Y,
DLE91628,03/28/2019,04/01/2019,USD,2,S,CIFS,100,3.490375,10:32:40,0.99,0.01,0.02,0.033,0.00157,0,0,349.0375,347.98293,MNGD,,
DLE91628,04/02/2019,04/04/2019,USD,2,B,PULM,200,2.26,10:28:00,0.99,0,0,0.033,0.00314,0,0,-452,-453.02614,MNGD,,
DLE91628,04/02/2019,04/04/2019,USD,2,S,PULM,200,2.27,10:28:07,0.99,0.01,0.03,0.033,0.00314,0,0,454,452.93386,EDGX,Y,
DLE91628,04/02/2019,04/04/2019,USD,2,B,PULM,200,2.2957,10:29:15,0.99,0,0,0.033,0.00314,0,0,-459.14,-460.16614,MNGD,,
DLE91628,04/02/2019,04/04/2019,USD,2,S,PULM,200,2.2529,10:30:29,0.99,0.01,0.03,0.033,0.00314,0,0,450.58,449.51386,MNGD,,
DLE91628,04/02/2019,04/04/2019,USD,2,B,ZYNE,100,6.43,15:12:11,0.99,0,0,0.033,0.00157,0,0,-643,-644.02457,MNGD,,
DLE91628,04/02/2019,04/04/2019,USD,2,S,ZYNE,100,6.375,15:13:09,0.99,0.01,0.02,0.033,0.00157,0,0,637.5,636.44543,MNGD,,
DLE91628,04/03/2019,04/05/2019,USD,2,B,APTX,100,4.6208,09:52:08,0.99,0,0,0.033,0.00157,0,0,-462.08,-463.10457,MNGD,,
DLE91628,04/03/2019,04/05/2019,USD,2,S,APTX,100,4.63,09:52:24,0.99,0.01,0.02,0.033,0.00157,0,0,463,461.94543,EDGX,Y,
DLE91628,04/03/2019,04/05/2019,USD,2,B,OPTT,100,14.3834,10:05:25,0.99,0,0,0.033,0.00157,0,0,-1438.34,-1439.36457,MNGD,,
DLE91628,04/03/2019,04/05/2019,USD,2,S,OPTT,100,14.55,10:05:50,0.99,0.02,0.02,0.033,0.00157,0,0,1455,1453.93543,EDGX,Y,
DLE91628,04/03/2019,04/05/2019,USD,2,B,OPTT,100,15.1291,10:46:12,0.99,0,0,0.033,0.00157,0,0,-1512.91,-1513.93457,MNGD,,
DLE91628,04/03/2019,04/05/2019,USD,2,S,OPTT,100,14.97,10:46:37,0.99,0.02,0.02,0.033,0.00157,0,0,1497,1495.93543,EDGX,Y,
DLE91628,04/03/2019,04/05/2019,USD,2,B,OPTT,50,14.4487,11:26:46,0.99,0,0,0.033,0.000785,0,0,-722.435,-723.458785,MNGD,,
DLE91628,04/03/2019,04/05/2019,USD,2,S,OPTT,50,14.48,11:27:09,0.99,0.01,0.01,0.033,0.000785,0,0,724,722.956215,EDGX,Y,
